"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
248,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210605091510_photo3_6b78389d0d49.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210605091510_photo3_6b78389d0d49.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210605091510_photo1_6b78389d0d49.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210605091510_photo2_6b78389d0d49.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210605091512_menu1_6b78389d0d49.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200730124953_photo3_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200730124953_photo2_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200730124957_menu1_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200728090310_photo1_2c0028301e12.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200728090310_photo1_2c0028301e12.jpg,","로우슬로우","플랫화이트/코코넛썸머라떼/아이스연유라떼/베리요거트스무디/애플파이/후르츠오픈토스트/아메리카노/카페라떼/","4,500원/5,800원/5,500원/5,800원/7,000원/8,000원/3,800원/4,500원/","시끌벅적한, 저녁식사","매일","정오 12시 - 오후 11시 (매주 월요일 휴무)","서울특별시 서초구 방배동 451-24 2층","02-522-5740","데이트",0,0,0,0,0
249,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201229015827522_photo_e60ebba31261.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201229015827522_photo_e60ebba31261.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201229015828043_photo_e60ebba31261.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201229015856807_menu_e60ebba31261.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201117081444_photo1_249bf04e1ef3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201117081444_photo2_249bf04e1ef3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200708110446469_photo_2748b823cda1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200708110447134_photo_2748b823cda1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200708110447795_photo_2748b823cda1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200708110447795_photo_2748b823cda1.jpg,","리에또","Lunch/Dinner/","8,000원/10000~14000/","가성비좋은, 점심식사, 저녁식사, 주차","월-금","오전 11시 30분 - 오후 9시 30분","서울특별시 서초구 방배동 451-36 2층","02-581-5291","데이트",0,0,0,0,0
250,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210518143507_photo2_25ec7b5b13bf.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210518143507_photo2_25ec7b5b13bf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518143507_photo1_25ec7b5b13bf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518143507_photo3_25ec7b5b13bf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518143507_photo4_25ec7b5b13bf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210518143509_menu1_25ec7b5b13bf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227220741_photo1_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227220741_photo3_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227220741_photo2_d7d578b999f9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227220741_photo2_d7d578b999f9.jpg,","칠리사이공","안심.양지쌀국수m/왕갈비 쌀국수/분짜/닭가슴살 로제 쌀국수/날치알 크림쌀국수/월남쌈/수제짜조(2piece)/볶음밥세트/","8,500원/13,000원/13,000원/11,500원/10,000원/35,000원/3,000원/8,500원/","캐주얼한, 점심식사, 저녁식사","매일","오전 11시 30분 - 오후 10시 (연중무휴)","서울특별시 동작구 사당동 1039-16 1층","02-588-2420","데이트",0,0,0,0,0
251,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210907123449666_photo_21d7ffa5d1a1.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210907123449666_photo_21d7ffa5d1a1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210907123450180_photo_21d7ffa5d1a1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210907123500819_menu_21d7ffa5d1a1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210905015112914_photo_FEaT4s05wugP.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210906154433_photo1_bU86YrsRCMcb.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210905015127532_menu_FEaT4s05wugP.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210802064815_photo1_cc1ea67b7f5e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210802064815_photo2_cc1ea67b7f5e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210802064815_photo2_cc1ea67b7f5e.jpg,","진주집","냉콩국수/비빔국수/닭칼국수/육개장칼국수/접시만두/","12,000원/10,000원/10,000원/10,000원/10,000원/","서민적인, 아침식사, 점심식사, 저녁식사, 무료주차","월-금","오전 10시 - 오후 8시","서울특별시 영등포구 여의도동 36-2 여의도백화점 지하1층","02-780-6108","2019대표맛집, 혼밥",0,0,0,0,0
252,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210507192553_photo3_NihewugpWHtQ.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210507192553_photo3_NihewugpWHtQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210507192553_photo2_NihewugpWHtQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210507192553_photo4_NihewugpWHtQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210507192553_photo1_NihewugpWHtQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210507192555_menu1_NihewugpWHtQ.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200930070749566_photo_tWPMh0i8m0ba.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201002221122_photo1_t1m9OnLGqECO.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200930070811138_menu_tWPMh0i8m0ba.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200930070811138_menu_tWPMh0i8m0ba.jpg,","다미","연어머리/꽁치/생대구탕/메로탕/연어/","18,000원/10,000원/13,000원/13,000원/13,000원/","시끌벅적한","연어머리","18,000원","서울특별시 영등포구 여의도동 36-4 오륜빌딩 1층","","수요미식회, 술모임",0,0,0,0,0
253,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210623175441_photo1_9a37500361df.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210623175441_photo1_9a37500361df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210623175441_photo2_9a37500361df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210623175441_photo3_9a37500361df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210623175441_photo4_9a37500361df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210623175441_photo5_9a37500361df.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210506082212_photo1_4ce0d8546800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210506082212_photo2_4ce0d8546800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210506082212_photo3_4ce0d8546800.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210506082212_photo3_4ce0d8546800.jpg,","온더보더 여의도IFC점","시즐링 화이타 샐러드_스테이크/더블스텍클럽 퀘사디아/얼티밋 화이타/코로나리타/프레쉬스피나치샐러드/칠리스피나치미트볼/텍사스 바비큐 폭립/텍사스 비프립 & 랍스터테일/구아바 파핑 마가리타/뱅쇼 파핑 마가리타/보더 썬라이즈/","27,500원/27,900원/38,900원/17,900원/11,900원/18,900원/41,500원/79,900원/8,900원/8,900원/8,900원/","이국적/이색적, 점심식사, 저녁식사, 무료주차","매일","오전 11시 - 오후 10시 ((도어컷/Last Order 21:00))","서울특별시 영등포구 여의도동 23 IFC몰 지하 3층","02-6137-5682","데이트",0,0,0,0,0
254,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211004093458344_photo_d15d01d93628.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211004093458344_photo_d15d01d93628.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211004093457826_photo_d15d01d93628.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211004093508920_menu_d15d01d93628.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041447_photo1_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041447_photo2_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041447_photo3_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041447_photo4_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041449_menu1_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210724041449_menu1_VQqJSCTzFQ7q.jpg,","바스버거","바스버거/바스치킨버거/하와이안버거/칠면조버거/머쉬룸버거/더블베이컨치즈버거/더블바스버거/와사비-마요 쉬림프버거/탐욕버거/싱글베이컨치즈버거팩/","6,300원/7,500원/7,700원/8,700원/9,000원/8,700원/8,700원/10,700원/11,800원/11,800원/","캐주얼한, 점심식사, 저녁식사, 무료주차, 배달","월-금","오전 11시 - 오후 10시 (L.O Burger / Fries 21:30)","서울특별시 영등포구 여의도동 24-1","02-784-6643","데이트",0,0,0,0,0
255,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211013123450_photo1_06d69fb0c864.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211013123450_photo1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211013123450_photo2_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211013123452_menu1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630120026565_photo_4fd16b4ae397.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630120026807_photo_4fd16b4ae397.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630120037082_menu_4fd16b4ae397.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026083521_photo1_3b4aadf8a61f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026083521_photo2_3b4aadf8a61f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201026083521_photo2_3b4aadf8a61f.jpg,","별미볶음점","제육직화/오징어직화/낙지직화/해물모듬직화/오삼직화/낙삼직화/쭈삼직화/쭈꾸미직화/순두부/청국장/계란찜/묵사발/","9,000원/10,000원/11,000원/11,000원/9,000원/10,000원/10,000원/11,000원/6,000원/7,000원/7,000원/","서민적인, 점심식사, 저녁식사","월-금","오전 11시 - 오후 9시 (브레이크타임 15~17시)","서울특별시 영등포구 여의도동 36-2","02-761-8188","다코숨은맛집, 식사모임",0,0,0,0,0
256,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210708113421_photo1_f7b7bc9f7ef0.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210708113421_photo1_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210708113421_photo2_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210708113421_photo3_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210708113421_photo4_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210708113424_menu1_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210708113424_menu2_f7b7bc9f7ef0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210430092350_photo1_04a99cc1ecc2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210430092350_photo2_04a99cc1ecc2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210430092350_photo2_04a99cc1ecc2.jpg,","창고43 본점1관","창고43 스페셜/창고43 설화등심/창고43 특안심/창고43 새우살/창고43 도시락/창고43세트/와인세트/한우명작모듬/수제육포 선물세트(6ea)/수제육포 선물세트(10ea)/양념갈비 선물세트/무쇠철판 양념 소갈비/","43,000원/59,000원/57,000원/67,000원/40,000원/125,000원/160,000원/180,000원/50,000원/100,000원/200,000원/39,000원/","고급스러운, 점심식사, 저녁식사, 개별룸, 무료주차","월-금","오전 11시 30분 - 오후 2시","서울특별시 영등포구 여의도동 36-2","02-783-4557","식사모임",0,0,0,0,0
257,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210630085028_photo04_f0f08a91881c.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210630085028_photo04_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630085026_photo02_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630085026_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630085027_photo03_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630085028_photo05_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210630085029_photo01_f0f08a91881c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317092153420_photo_57d1b24a423a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317092153574_photo_57d1b24a423a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317092153574_photo_57d1b24a423a.jpg,","사대부집곳간","송이버섯 골동반/우미 (牛尾) 곰탕/주꾸미 연포탕 반상/제주은갈치구이반상/","28,000원/36,000원/33,000원/34,000원/","고급스러운, 점심식사, 저녁식사, 장애인편의시설, 무료주차, 배달","매일","오전 11시 30분 - 오후 9시","서울특별시 영등포구 여의도동 28-1 전경련회관 51층","02-2055-4441","밥블레스유, 가족외식",0,0,0,0,0
258,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210317030521_photo3_6f70d4a8a958.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210317030521_photo3_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030521_photo1_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030521_photo2_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030521_photo4_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030522_menu1_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210317030522_menu2_6f70d4a8a958.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228091158098_photo_ROIEHd5UhphT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228091158435_photo_ROIEHd5UhphT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228091158435_photo_ROIEHd5UhphT.jpg,","야마야","야마야 특선 런치(나베정식 제외)/모츠나베/명란 계란말이/야마야 특선 나베정식/","13,000원/15,900원/9,900원/16,000원/","깔끔한, 점심식사, 저녁식사","월-금","오전 11시 - 오후 11시 20분 ( Break Time 15:00~17:00)","서울특별시 영등포구 여의도동 23-3","02-3775-0032","술모임",0,0,0,0,0
306,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211003100040791_photo_e602e76481d0.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211003100040791_photo_e602e76481d0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003100041060_photo_e602e76481d0.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310154839_photo1_DMmSzQ3Hce8C.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310084218_photo1_4fc94619a0e2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310084218_photo3_4fc94619a0e2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310084220_menu1_4fc94619a0e2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210217080015_photo1_bd941aba0eaf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210217080015_photo2_bd941aba0eaf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210217080015_photo2_bd941aba0eaf.jpg,","뽕사부","짜장면/뽕사부 짬뽕/매운짬뽕/순한짬뽕/크림짬뽕/치즈토마토볶음짬뽕/볶음밥/탕수육/유린기/깐풍기/크림중새우/간소중새우/깐풍중새우/해물짬뽕탕/양장피/유산슬/고추잡채/","7,000원/9,000원/9,000원/9,000원/10,000원/11,000원/8,000원/13,000원/16,000원/16,000원/18,000원/18,000원/18,000원/18,000원/25,000원/30,000원/30,000원/","깔끔한, 점심식사, 저녁식사, 개별룸, 무료주차","매일","오전 9시 - 오전 7시 (익일새벽7시까지)","서울특별시 서초구 서초동 1597-6","02-583-8882","식사모임",0,0,0,0,0
307,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210228014002164_photo_7oVlih8S1sCT.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210228014002164_photo_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301122104_photo0_B5QsuW3tAf0o.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014001510_photo_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014002604_photo_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014002917_photo_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014003213_photo_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014032140_menu_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014031876_menu_7oVlih8S1sCT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210228014031876_menu_7oVlih8S1sCT.jpg,","이여곰탕","곰탕/쌀곰탕면/냉곰탕면(옥수수국수)/규아상전골/수육/살로만/특곰탕/반수육/","8,000원/8,000원/11,000원/37,000원/46,000원/11,000원/11,000원/26,000원/","서민적인, 아침식사, 점심식사, 저녁식사, 무료주차","월-금","오전 10시 - 오후 11시","서울특별시 서초구 서초동 1555-9","02-598-9337","혼밥",0,0,0,0,0
308,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210511092321_photo1_7ec459740b53.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210511092321_photo1_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210511092321_photo3_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210511092321_photo4_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210511092321_photo2_7ec459740b53.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200304034414_photo3_44c63a83e8de.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200304034414_photo1_44c63a83e8de.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200304034414_photo2_44c63a83e8de.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200304034414_photo4_44c63a83e8de.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200304034414_photo4_44c63a83e8de.jpg,","대가향","탕수육 M/깐풍기/팔보채/삼선누룽지탕/양장피/어향동고/사천식 어향새우가지/","22,000원/30,000원/35,000원/37,000원/35,000원/35,000원/35,000원/","지역주민이찾는, 점심식사, 저녁식사, 무료주차","매일","오전 11시 30분 - 오후 10시 (오후 2:30~5:00 브레이크 타임 명절 연휴 휴일)","서울시 서초구 서초동 1689-5","02-3482-7200","맛있는녀석들, 가족외식",0,0,0,0,0
